No.,Depth,Distance,Speed,Density,Shear wave velocity of soil,Z-vibration,Vibration level for 1Hz,1.25,1.6,2,2.5,3.15,4,5,6.3,8,10,12.5,16,20,25,31.5,40,50,63,80
304,18,15,60,1700,200,61.98831286,5.431944,11.854455,11.453306,13.349501,12.306546,18.038521,25.395518,33.825996,29.365597,32.595217,31.150082,36.269191,41.295261,53.259831,60.14707,65.117424,62.800045,64.464096,67.101932,68.951908
305,21,70,30,2000,350,38.35574953,-22.890055,-19.782183,-17.817929,-17.548629,-15.88589,-14.369644,-12.13144,-10.351234,13.414321,22.619193,23.071987,25.209926,26.013592,35.313653,33.045951,33.276445,39.730033,45.797968,39.972067,37.60268
306,21,40,45,1700,250,51.90520289,7.445043,10.480345,12.238252,12.387079,13.652764,14.614466,17.077606,22.917935,26.561649,26.108848,32.551609,35.834886,41.011433,40.883482,46.153041,45.749943,45.304443,53.491137,63.025032,62.778595
307,21,10,30,1800,200,53.4004479,14.819599,17.515102,19.873778,20.063671,25.888273,27.461642,27.05044,28.637521,27.244988,27.487826,30.857791,39.411016,39.549113,47.982832,49.148179,50.862312,56.103258,60.609463,56.673859,57.223308
308,18,65,60,1800,350,60.19167539,14.346901,17.266116,18.793226,18.08377,31.664653,32.300527,26.764481,29.374405,31.073762,41.425129,40.4475,42.766588,53.227656,55.004427,60.687147,63.217647,58.902546,53.874177,50.474891,38.948421
309,21,90,45,1900,300,41.53384756,-5.691735,-2.712906,-1.014938,-1.119857,-0.036285,0.622422,1.364435,-0.145738,18.032006,26.369984,28.961403,25.965585,32.247576,35.96687,42.15036,40.67301,38.032737,43.867641,45.083872,45.131402
310,21,35,75,2000,250,60.51098753,2.562328,5.68951,6.206819,8.323354,8.493634,7.994037,27.385797,36.129504,26.267536,36.529536,42.141815,44.966172,45.612463,53.141384,62.89635,62.870932,60.387699,55.171239,54.096243,50.160047
311,24,15,30,1800,350,42.60103588,-7.597713,-4.799271,-2.16994,-2.406102,-0.867509,-1.372757,1.154637,12.703127,20.294829,21.115419,19.886505,21.219621,26.909599,30.463618,33.310609,39.920454,43.744522,50.881073,49.400706,50.685987
312,18,80,75,2000,200,62.39467879,2.0843,5.214601,7.245745,9.201976,28.077441,33.894873,35.193343,35.296366,31.271956,34.036231,41.259643,52.779901,51.782472,54.202318,63.308332,66.537797,57.404039,48.172072,39.913222,29.340667
313,18,15,30,1700,300,50.50747662,11.579617,14.64295,16.234044,16.344287,17.68432,19.046774,21.177202,27.221374,24.854182,25.874384,23.844099,23.646323,28.134123,35.122244,42.003814,44.294807,53.637272,58.575228,57.68161,58.870495
314,15,15,60,1700,350,67.55059269,2.357764,8.822697,15.855965,25.200979,36.660305,31.059174,31.811786,33.652211,30.103911,44.138454,44.408099,52.345822,56.746418,62.056959,65.502275,70.932378,69.919967,65.418523,68.713905,69.515637
315,24,70,30,2000,250,40.21963431,-22.962836,-18.454996,-14.069707,-10.865787,-5.740831,0.84699,17.910268,24.548014,21.166424,20.736067,22.208872,28.486028,28.908991,36.554231,37.945664,38.608977,42.915206,45.076798,35.502029,31.401724
316,15,100,30,1900,350,37.20887855,-6.418956,-3.386209,-1.575875,-1.500444,-0.1286,1.053046,2.949105,4.448982,14.383309,22.89469,23.808187,28.426228,28.038339,33.714135,32.640129,35.247343,39.698104,41.600045,31.479374,26.560278
317,21,0,60,1700,250,57.49294537,-5.601123,-4.626113,1.906,4.102892,12.371241,10.924521,10.967116,32.694618,33.563105,38.220461,39.464743,41.17212,46.503846,45.182695,56.246803,61.165589,53.666053,57.369021,63.16566,63.366541
318,15,55,60,1900,300,53.32179662,-2.930412,0.243797,2.261045,2.678465,4.502494,6.448626,9.584506,13.480271,29.272091,38.623043,40.04473,40.149428,43.384942,48.979407,49.681725,56.557756,54.27472,49.073568,54.595338,52.402794
319,21,0,75,2000,250,61.46524644,-8.785791,3.197926,11.688329,14.439081,16.409362,19.547012,32.554912,37.597045,31.931779,39.170144,43.596657,47.291742,45.219498,55.008367,63.288697,62.784372,61.956272,62.241827,58.566075,59.59461
320,24,75,45,1900,200,46.80402733,3.819247,6.86916,8.719212,8.855868,10.342441,11.798351,21.047097,25.717776,25.810837,25.983943,29.281523,30.588349,35.904955,43.163779,48.874675,46.831721,44.215729,45.505121,43.823758,42.191439
321,18,60,45,2000,300,46.19836575,-5.069462,-2.017384,-0.161902,-0.01054,1.459957,2.805014,5.047473,7.146862,21.703739,27.960613,32.83914,31.615805,36.32307,41.258402,41.914509,45.113743,43.678944,47.897524,54.65417,53.884453
322,24,95,30,2000,200,41.20466349,-8.925825,-5.219614,-1.774454,1.659269,11.10417,18.685263,19.035752,26.083991,19.852429,23.767295,22.972046,32.159428,37.15815,39.513887,39.142289,35.689451,38.986448,39.040504,24.327127,4.454172
323,21,25,45,1900,300,54.13890781,-8.91042,-6.148972,-2.980587,-5.306884,-2.193095,2.266525,2.330814,8.663031,26.290156,25.050645,25.458599,24.247214,36.634111,38.71648,43.344645,49.501727,48.809481,56.191301,66.466165,64.18621
324,15,40,60,1700,350,65.35213854,17.560301,20.476784,22.184827,21.009614,31.750016,32.868297,30.933481,36.353967,36.531938,42.559601,44.48163,47.878406,53.30385,56.953106,67.730617,68.380024,62.579897,61.066254,61.262608,52.573605
325,15,70,30,1800,250,44.40044343,4.622911,7.708359,9.641212,9.919666,11.651388,13.635851,18.54006,27.101813,23.263562,25.516204,24.922424,29.375046,33.026882,41.208675,44.640218,38.761372,44.364721,50.481105,39.715464,36.66284
326,15,95,30,1800,200,44.42107308,-10.906365,-7.383568,-4.539782,-2.082388,12.349894,21.433172,27.188726,24.241373,26.487501,25.722717,25.252378,33.399148,39.90411,42.279612,43.373164,40.321075,43.133481,44.166921,33.464764,23.338258
327,15,30,60,1900,300,56.1470488,0.14748,3.590872,4.955987,5.196898,5.317289,7.371509,9.018315,11.795753,32.998558,38.615318,38.642502,40.08593,44.03885,50.017056,53.978163,57.595857,57.89129,54.766403,61.737206,63.614968
328,21,70,75,1700,200,62.64541963,10.277787,13.118068,14.363549,12.491524,29.626013,33.725452,32.193712,34.480788,28.249781,35.570343,42.890175,47.279304,51.436301,56.283495,64.491603,66.253776,58.244078,53.49771,42.952369,29.839447
329,18,40,75,2000,350,57.133571,4.063667,7.09595,9.097895,8.982059,10.675086,12.126591,14.281362,17.13713,32.163681,35.054533,39.605345,43.458254,46.214286,48.524991,56.539532,62.12912,52.906759,53.215622,54.862233,51.638688
330,18,30,60,1800,250,56.07703873,-18.857882,-10.485425,-6.355206,-3.129771,-1.939397,-1.198081,7.084626,29.441562,32.351119,35.527591,36.520313,38.802201,45.386125,46.710727,55.623494,57.827238,52.92644,56.068966,61.939502,64.99436
331,15,35,30,1800,200,52.87807448,0.410758,3.803103,6.560992,10.382941,24.380959,23.768212,25.752389,30.925163,28.885266,30.737077,30.887675,40.680292,40.051837,45.768749,50.193428,51.77126,55.707334,59.800207,54.672058,48.372338
332,21,55,30,1800,250,44.11130912,-14.107836,-9.982361,-6.402135,-4.302799,-0.322469,4.552544,20.906108,25.925901,21.598553,24.904237,27.093899,32.564431,31.276781,35.946781,39.923938,40.683714,48.653195,50.721866,44.130567,45.379673
333,15,15,75,1800,300,61.60430734,-3.248672,0.104616,9.682413,6.995913,10.334064,13.393677,19.785579,35.442757,34.41993,36.105497,38.423285,34.622892,41.144637,47.26354,64.335227,64.045604,60.83701,61.454093,60.398937,61.662707
334,15,65,45,1900,200,50.96146748,-1.517338,1.442275,3.072926,2.930972,3.924648,4.579775,20.206438,28.727899,28.342431,29.606821,32.507711,33.183185,41.305071,45.22286,52.75776,50.230474,51.369121,51.578328,51.56584,52.542872
335,24,50,75,1800,250,59.24064589,-14.946442,-11.221219,-7.666171,-5.276895,-0.332468,4.44867,25.6565,35.528264,26.643086,36.997103,42.118958,48.263662,46.3671,47.952532,61.865137,61.583074,57.375256,53.468828,43.54699,35.15288
336,15,45,45,1900,200,52.76000481,-9.781393,-5.564899,-2.017184,0.166526,3.904147,7.446022,22.756072,30.679809,29.378392,32.234232,37.333919,36.859374,42.272282,45.25797,52.624683,50.783054,53.903267,54.616689,58.534194,60.015882
337,15,35,30,1900,300,47.20315285,2.377724,5.401518,7.165544,7.232815,8.555346,9.81324,12.161178,21.960215,23.378092,26.089732,28.049343,31.556875,33.081154,42.018116,41.269838,43.381405,47.275317,55.045377,53.284987,52.577432
338,24,55,60,2000,200,54.14057585,-21.714275,-16.722484,-12.864232,-10.354639,-8.578855,-3.720895,20.087477,30.684305,27.714075,39.502319,39.432204,43.549854,43.48804,48.725615,51.127603,57.962214,54.466167,51.848605,50.19012,44.319355
339,18,25,45,2000,250,55.00001605,1.029914,3.950185,6.375971,5.239445,7.235181,10.573012,11.969806,23.65079,28.322097,25.362696,28.626145,30.791393,38.101365,41.809532,48.810038,50.721434,48.122386,57.252545,64.455376,68.661059
340,18,40,30,1700,250,49.12211733,5.545558,8.617974,10.540235,10.757016,12.463305,14.192131,24.392261,28.064274,21.472762,26.86613,28.841964,32.719878,32.796267,41.84874,41.265768,42.491407,53.769989,57.536203,50.467131,51.318096
341,24,20,75,1800,250,61.51012366,-0.723888,3.40101,-1.233086,9.932682,11.303013,12.806282,29.689015,35.842829,23.8816,26.726991,37.663326,41.11591,42.262304,52.270201,62.60567,65.854164,62.050516,58.13017,53.546858,45.471365
342,15,50,60,2000,250,55.26372821,-14.641306,-11.615222,-10.223605,-10.812839,-10.630969,-12.392417,-7.476103,24.068573,32.963365,40.339431,40.50407,41.905929,44.587098,48.034916,52.726501,59.796147,52.620298,53.461929,55.71717,55.157174
343,24,60,30,2000,200,44.10001382,2.237167,5.545315,8.163878,10.428804,18.011589,19.360992,18.661038,26.439484,24.805428,28.535086,26.152587,31.497117,37.131272,41.319767,44.012463,44.174794,40.271386,44.962013,28.891765,20.41279
344,21,85,45,1700,200,46.97543036,-4.273353,-1.362175,0.182974,-0.192569,0.41549,0.388612,18.339685,26.882271,25.997659,25.943338,30.831416,29.591429,36.298448,44.933903,46.47409,45.282173,48.392958,48.664443,46.816291,48.346069
345,18,55,60,1900,300,51.83938592,-8.410477,-5.514288,-4.029096,-4.450694,-4.007977,-4.37554,-5.593053,3.106512,29.002436,37.643081,38.286422,38.332133,42.52958,48.945943,47.462902,54.590895,49.493643,51.254992,54.561054,51.742061
346,15,5,30,1800,250,52.94811407,3.932008,6.798855,6.968468,9.466067,12.492779,15.14663,25.672944,30.468803,25.030204,29.872626,30.44223,33.752542,29.582123,43.870835,48.319839,47.36406,54.60145,61.633911,58.423071,58.836413
347,24,40,30,2000,200,44.84155532,0.730029,4.148529,7.433033,10.582957,19.743012,16.276965,21.089145,25.626336,25.959278,28.105228,27.986858,34.000765,35.744303,43.115327,44.394082,40.947445,43.92698,47.918117,35.738486,30.711349
348,21,70,45,1900,300,44.43988543,-12.4395,-9.453802,-7.757227,-7.845115,-6.766322,-6.158888,-5.564871,-8.061769,20.182623,26.457164,31.086783,28.810305,33.08944,39.491202,42.043298,41.373447,40.898905,47.157739,52.994959,52.064718
349,24,30,75,1800,250,58.87112913,-1.285449,1.453651,5.862699,2.202026,7.203964,11.413613,28.829476,34.404112,24.286336,33.2051,41.892928,44.116916,41.104658,52.798567,60.997359,60.885619,59.709757,54.230283,50.23711,42.012269
350,24,50,60,1900,250,52.15235178,-2.046251,0.823818,2.634414,2.470664,3.768729,3.770277,3.105689,27.062486,29.494908,34.160878,37.440044,40.615337,46.954827,45.954797,48.970018,54.719228,51.254771,52.004825,53.125977,45.054529
351,24,100,75,2000,350,51.03079651,-6.445808,-3.396744,-1.564,-1.46488,-0.097072,0.989792,2.382874,1.884589,26.128366,32.330174,34.762186,36.207419,37.957654,40.537925,52.166029,55.389289,49.052549,43.32923,43.077183,28.082045
352,24,40,30,1800,350,40.1133318,0.492441,3.513928,5.256437,5.299308,6.581684,7.686023,9.338414,9.468517,17.81947,18.737021,21.675222,28.317677,31.867711,36.385635,35.941042,35.8434,40.692272,47.060575,42.972971,39.294952
353,18,80,45,1700,350,51.49660984,-15.488971,-11.473776,-7.549437,-4.191017,19.696839,30.011716,25.35808,27.034076,30.237953,31.467946,34.01048,39.654769,45.032674,47.722896,52.822049,51.704041,47.362445,46.329618,46.117742,38.657053
354,21,65,30,2000,350,38.93905697,-3.242766,-0.220206,1.56573,1.604312,2.912984,3.972051,5.588232,6.615119,13.979479,22.901477,23.918699,26.819225,26.596053,36.950385,33.709198,32.012446,40.01258,45.583302,41.583907,38.507679
355,21,15,75,1700,200,71.50909218,9.867154,12.490387,22.621287,24.825799,34.116648,31.430891,29.247786,38.044673,29.641977,37.506153,40.759079,50.519722,56.716199,57.371749,73.511291,75.959538,69.87861,63.891166,62.617088,53.613563
356,21,65,75,2000,350,52.9466448,-13.121516,-10.180452,-8.523192,-8.826947,-7.815239,-7.105544,-5.052908,0.083425,28.307888,33.826752,38.30028,40.143655,41.154247,46.382185,54.097863,55.843197,52.346743,48.963385,45.168393,38.312384
357,15,90,60,1900,300,50.02442938,-14.229637,-11.224935,-9.519997,-9.556437,-8.328279,-7.031663,-3.842162,3.202122,24.736488,37.660094,37.339567,37.204413,39.925098,46.090094,48.045269,53.583681,47.530261,43.737153,43.606382,40.195969
358,18,70,45,2000,200,48.43763688,5.967255,9.016145,10.856913,10.995207,12.464265,13.868096,21.774508,27.57975,27.687653,27.883154,29.442293,32.336992,38.235526,43.355092,48.033995,47.988285,50.308084,51.873144,50.917487,49.382571
359,15,60,45,1900,250,49.41567701,4.191534,7.199615,8.962609,8.95122,10.197371,11.149962,12.481982,17.911892,27.628341,29.807768,34.825892,33.311826,37.354666,43.748336,48.784205,46.129895,48.290286,53.114226,56.832478,55.194841
360,24,90,75,1800,250,57.6633341,-18.727523,-13.980225,-9.792285,-7.301605,-3.235872,2.045458,22.147022,35.81693,28.408747,34.370081,37.009394,40.717688,43.559071,50.046888,59.219592,61.631423,56.773692,44.748367,36.611922,24.983308
361,24,45,60,1800,300,50.73774552,2.470368,5.553154,7.191515,7.168447,8.05693,8.959977,9.80635,7.775446,29.842407,33.380534,34.005119,38.005853,44.423983,46.532708,47.561642,52.727715,51.245519,48.325386,52.614855,53.13804
362,18,65,60,1700,200,54.92450051,-7.383265,-4.138345,-1.782399,-0.9363,1.686166,4.963054,17.088317,32.830277,31.943616,37.593356,34.668691,37.577131,43.337673,45.834096,52.93615,60.121485,54.412903,52.636941,52.056128,47.444617
363,15,0,60,1900,300,58.35262007,11.172726,10.624309,15.550049,14.356521,20.871032,19.194362,18.398035,25.787176,36.19871,41.468624,42.659411,44.362727,48.012186,50.656724,52.339357,60.126608,61.162654,60.356498,63.508914,64.827624
364,15,25,75,1800,350,57.86052243,-2.02928,0.785272,4.619865,1.831133,5.913818,8.240283,11.222063,19.095436,33.99894,36.437382,39.999613,42.66464,43.807308,49.341237,58.37799,61.84269,57.449483,55.328155,56.41596,56.396547
365,24,75,45,1900,300,42.74610362,-7.564135,-4.556654,-2.807785,-2.819079,-1.611835,-0.755745,0.387404,-0.662168,19.888351,25.746582,30.142483,27.889296,31.777736,39.286122,42.174585,41.179729,41.551412,44.214967,47.853945,46.933605
366,15,15,75,1800,350,59.79853653,15.469494,18.366394,21.182925,19.500017,21.958946,23.646309,25.446212,28.29203,36.256842,36.442852,40.857801,40.328266,39.240145,46.401185,59.93778,64.6949,58.242395,59.451577,56.52342,61.379091
367,21,70,75,2000,350,52.83476039,-0.255548,2.776873,4.585808,4.675018,6.04917,7.266075,9.281409,11.283293,28.180336,33.645999,38.161005,38.951849,40.381721,44.852333,53.126598,56.907965,52.378063,49.048714,43.853483,36.267137
368,24,30,75,1900,200,64.73294143,0.926409,6.554515,15.548045,19.348807,32.086699,29.956233,31.563427,37.200732,37.237633,38.889971,43.858064,52.762397,52.940204,54.667367,68.125918,65.94446,62.427771,53.220265,45.142374,38.327043
369,24,25,60,1800,350,62.72263537,6.370525,12.718791,14.331099,21.245624,33.913274,26.644109,22.242301,29.925183,35.808309,38.146759,39.637374,47.955029,50.816411,56.005416,65.312348,65.393358,59.527907,52.694068,50.538963,48.457241
370,21,95,45,1700,350,50.61224621,-13.420962,-9.925888,-7.213956,-7.11998,19.044963,28.56674,20.835913,27.40204,28.395031,29.865239,34.342169,35.906006,43.990058,49.561399,51.575205,48.713976,44.451842,44.146915,41.959104,35.164289
371,24,60,75,1800,250,56.73401629,5.101359,8.197945,10.087219,10.480711,12.190887,14.233838,24.818021,35.79834,28.978106,34.577639,39.961743,47.408725,43.445458,47.638461,57.757767,59.993971,56.454031,50.76553,42.128957,34.929096
372,15,15,60,1900,300,57.81368299,4.366873,4.584577,9.001426,8.036354,13.93502,12.363333,11.888425,20.85043,35.011405,38.17032,37.971646,36.343464,36.570007,46.822471,53.251717,59.277663,55.34044,60.601024,64.431798,69.827807
373,18,15,75,1900,250,65.94987495,13.523005,16.932433,15.883414,20.646487,19.804672,18.270192,30.907459,38.875579,30.064314,34.122094,34.129523,38.671167,44.494727,52.932218,66.818779,70.701908,65.764643,65.086649,61.340234,59.077864
374,15,80,45,2000,300,44.50258574,0.498021,3.509556,5.274384,5.274602,6.530124,7.504646,8.91324,9.321796,19.83424,28.256442,33.426183,30.690222,35.467816,40.08259,44.175801,45.526085,41.409589,41.765145,48.13353,46.538686
375,15,40,75,1800,350,58.89967252,12.27553,15.297379,17.124009,17.106691,18.484544,19.623726,21.354497,22.616021,32.896955,36.855942,42.256253,45.49372,46.871891,49.897278,59.013375,63.223373,58.739687,54.37112,54.277569,49.713893
376,18,20,45,1700,350,60.76324821,6.414039,9.550132,16.835542,17.547519,27.378114,32.078331,26.311781,31.043352,27.656672,35.304161,36.154301,39.873402,47.655393,53.566408,59.360317,60.467588,60.544329,62.102755,70.09837,66.203349
377,18,80,45,2000,250,44.67618309,2.1593,5.191431,7.002756,7.076717,8.447457,9.632272,11.488978,17.1134,26.127618,28.369151,30.19898,28.441928,34.188704,41.396668,44.819356,42.669521,41.037954,46.072839,50.72598,45.025948
378,18,0,30,1700,300,48.24720314,0.131953,2.838971,6.262366,6.028346,8.533205,7.508058,12.946747,29.02484,25.815102,27.395931,29.007015,32.440493,34.796669,37.660784,45.990379,43.427194,45.645036,54.524501,55.244165,58.412072
379,18,100,75,1900,250,56.68352962,13.615985,16.613293,18.3428,18.291586,19.438227,20.138344,23.516564,36.007039,30.373862,34.645048,37.932023,41.36601,42.604802,48.183422,58.81435,60.29928,53.697254,47.476034,38.334983,30.953722
380,21,90,45,1700,250,43.06669936,-22.294578,-18.546644,-15.503905,-13.97074,-10.93701,-7.7075,-2.948594,12.871684,24.495305,25.481945,27.381759,28.036593,33.37725,38.347778,43.611563,40.502694,42.465219,47.186951,45.889894,42.546524
381,15,75,45,1900,200,49.84246128,3.311522,6.369613,8.225995,8.398313,9.901392,11.332355,19.156492,28.849675,28.969766,28.947668,33.824594,32.705201,38.316976,46.707182,52.065995,45.064918,49.836201,49.455598,48.98848,50.071088
382,15,45,60,1900,300,54.21588388,-11.578218,-8.465721,-6.44446,-6.146374,-3.999493,-2.045268,1.698732,8.782437,30.328966,38.493986,39.81015,41.358425,45.184619,49.743788,50.447242,56.690815,54.374497,55.253393,57.400722,54.682168
383,24,90,45,1900,200,46.51502394,-7.265423,-4.077881,-1.931409,-1.317101,0.928486,3.82992,19.812578,25.638386,24.41519,25.579858,30.029509,29.279045,34.991737,44.816032,46.970611,46.753772,47.200439,42.773766,42.093441,37.499551
384,24,30,45,1900,300,48.24298083,-7.780369,-4.849178,-2.351953,-3.389878,-1.234221,1.983672,2.714185,6.245649,25.247452,23.229789,24.403619,28.873458,39.380175,39.032385,41.712233,47.965983,45.022939,48.987626,58.234616,58.257541
385,15,60,30,1900,300,43.19368335,1.185491,4.221038,6.042222,6.133168,7.528245,8.766651,10.919428,17.114729,21.776653,27.268793,26.565345,28.867624,30.194358,38.700225,39.24377,39.527502,44.872135,50.553581,46.501619,41.320346
386,18,45,75,2000,350,56.25008451,3.174974,6.236714,8.005519,8.315137,9.718577,10.995741,13.184524,16.025904,31.458051,34.801001,39.901605,43.60036,46.044745,49.189061,57.133133,59.802298,54.629623,48.343211,51.810695,46.815718
387,18,40,45,2000,300,51.71647615,-1.513321,1.478117,3.299092,3.124849,4.447067,5.661717,6.440666,6.580405,24.287975,27.678089,32.366287,33.643023,40.16305,42.383866,45.854964,49.074184,45.923399,52.487148,61.793967,63.645247
388,15,0,30,1900,350,49.49025649,2.711762,5.489036,8.591081,8.358744,10.296786,9.599137,12.522606,21.940019,24.398541,27.90188,30.336178,34.331776,35.16574,40.660605,39.477714,43.108049,52.408069,57.845461,54.615672,56.676873
389,24,75,30,2000,250,40.3355288,-7.498376,-4.218721,-1.878199,-0.964167,1.738656,5.513622,17.825343,23.978104,20.817233,20.318197,20.436698,26.295692,28.600994,37.244045,38.511903,39.029282,43.23588,44.805657,34.529882,28.323643
390,18,40,30,2000,350,43.65175639,1.524893,4.543863,6.303501,6.342349,7.62967,8.72207,10.38814,10.660032,18.857885,23.190053,25.353097,29.802816,32.102417,38.291603,36.915882,39.1498,43.38152,48.777906,52.376023,51.888157
391,24,45,60,1900,250,52.48358435,5.104369,8.006179,9.80944,9.688243,11.084989,11.573088,11.73746,27.704108,29.550186,33.512729,37.835542,40.81909,47.231924,46.074882,49.523589,55.323954,50.90342,51.127693,53.894263,50.15234
392,24,80,45,1700,350,49.83872961,-4.130538,-1.203281,0.25072,-1.21799,18.617234,27.658175,22.327702,29.349387,24.781181,29.016155,34.930257,39.912014,43.902379,47.468884,51.038598,45.382058,46.980204,43.792345,33.958923,20.911281
393,18,85,30,1700,300,38.73082795,-23.468565,-20.494708,-18.805648,-18.93899,-17.924108,-17.482092,-17.944167,13.963509,19.864233,23.928069,21.191098,25.140666,27.499423,34.550236,36.291716,34.897717,39.285341,46.186116,37.134927,32.692769
394,21,90,45,1700,200,46.15089463,-1.653312,1.45764,3.437583,3.80384,5.669536,7.911233,20.481162,26.3979,25.25223,23.334475,30.967276,28.582314,35.703544,44.349661,45.974064,44.827881,48.011034,45.355169,44.449895,42.820268
395,15,20,45,1900,200,60.38941493,14.489812,17.503427,18.811846,19.334676,19.830851,17.682311,25.766202,32.561052,30.027141,31.078863,32.343068,34.104258,39.948024,47.8519,51.727621,52.795732,55.423264,62.005453,67.753392,75.674219
396,24,60,45,1900,200,46.33487238,-1.019624,2.036628,3.873096,4.077702,5.515879,6.546667,21.24548,26.133791,24.886823,27.01022,32.960452,35.293938,34.738079,40.931311,44.968582,45.56486,49.127339,48.579816,48.062851,48.614748
397,21,0,45,1700,250,54.86789735,8.734605,11.969952,13.284406,14.609172,14.826893,14.809291,21.64021,28.551384,29.789954,29.929567,34.894646,36.638749,40.671005,41.70305,52.30991,50.438156,49.446596,56.784518,64.816213,66.523711
398,18,35,45,2000,200,55.23029137,1.510772,4.537652,5.975609,6.489294,7.665033,6.937584,23.512953,29.775518,25.876844,30.48342,34.508481,37.273379,41.315862,48.68191,52.187883,50.575798,51.829415,59.166499,64.784156,64.913513
399,21,80,75,1700,300,54.46093289,0.729816,3.802382,5.696168,5.910389,7.500096,9.094341,12.00094,25.287212,30.522891,34.919749,36.945119,38.100286,41.087904,45.910916,57.187553,57.380548,50.110462,46.988425,41.409537,32.729852
400,21,30,45,1700,350,58.3746042,7.596156,10.989714,15.243854,16.336783,24.628965,28.996513,22.063299,32.43361,31.490135,33.086303,38.613054,40.923746,48.954585,53.750888,56.081771,56.437944,60.424904,63.680515,63.768047,57.812759
401,15,40,60,1800,200,59.00804503,-6.294816,-3.498261,-1.280528,-1.209879,1.744004,2.310694,19.183963,34.342907,33.530453,42.360189,43.438444,43.833738,48.685153,52.855061,57.021923,61.609829,61.205544,59.549171,60.815698,58.515294
402,15,40,45,2000,300,52.65402701,-22.47002,-18.665702,-15.671768,-14.132569,-10.328779,-7.760414,-5.436635,2.662512,24.243985,29.11646,34.701428,35.345079,40.594026,44.367595,47.878987,50.342352,49.729546,54.353737,63.217808,61.935234
403,15,80,30,1800,200,45.3325821,3.511501,6.765156,9.126425,10.340514,13.19398,21.079645,24.756817,25.225706,25.255069,25.299428,28.659204,37.217395,36.001428,41.435845,45.106592,45.178781,45.334519,45.69208,35.589552,27.986438
404,24,80,60,1800,350,55.76600203,11.692752,14.705816,16.434009,16.26956,26.067219,30.553205,26.15069,30.690614,32.492212,38.742991,38.948003,44.53581,51.840303,52.400161,53.519536,57.642777,52.060375,46.667647,36.891679,27.405839
405,15,100,60,2000,250,51.34029551,1.842105,4.914322,6.802235,7.006099,8.570503,10.115815,12.781822,20.841176,31.172354,38.150506,37.150145,38.665915,43.373775,43.226677,50.675544,55.374811,47.153994,45.098385,42.567446,41.036432
406,15,95,60,2000,250,51.43452258,-10.090082,-7.283098,-5.949695,-6.727366,-6.865434,-9.526754,-11.356843,18.662922,31.046643,38.627105,37.712971,36.983353,42.339849,46.145241,51.18123,54.646428,47.830218,47.986046,44.877318,36.932756
407,18,0,60,1900,300,57.70681125,-11.395074,1.504742,1.051797,4.625863,11.47655,11.22772,10.123043,22.222034,36.104474,40.466435,40.479694,41.459682,47.166088,49.106822,54.71673,61.598281,56.058235,53.252614,63.064366,64.539257
408,24,85,45,1700,350,50.22312537,-4.890704,-1.925482,-0.146516,0.120868,17.1102,27.630654,20.396609,30.459716,25.722462,30.08057,35.536939,40.268399,41.243817,47.037356,52.625587,47.125445,45.380866,43.928527,33.436631,20.231887
409,18,35,30,2000,350,43.75838619,-0.9909,2.004095,3.798722,3.738863,4.950256,5.702806,6.877287,9.532921,18.340987,22.96207,24.549177,29.129492,31.835884,38.033684,37.346074,40.095464,43.848287,50.570442,51.013186,51.134012
410,21,65,60,1800,200,53.30643548,-2.292382,0.829025,2.811486,3.19978,5.045868,7.439484,18.599699,31.719664,30.33596,34.403459,36.21664,36.500747,41.189022,46.061555,52.312901,57.86437,52.731782,50.92382,51.361058,46.49309
411,24,25,60,1900,250,54.76512706,-4.380392,0.761741,1.34047,2.723049,0.645035,5.350402,9.875346,30.7055,29.688958,26.967648,29.005524,35.94697,43.778622,43.28174,55.533111,58.078876,53.188286,55.153933,58.123878,56.569155
412,18,25,75,2000,350,57.47964091,-0.8194,2.475389,1.872506,5.71246,5.223078,3.825093,6.87651,17.813823,33.492842,35.052284,36.874547,37.09135,40.84602,46.007239,57.960691,62.158394,57.878608,54.17036,53.214646,53.858697
413,18,5,60,1800,250,57.99285123,-6.781249,6.646814,5.543479,9.165263,12.848011,13.754383,14.748776,32.873163,34.380805,40.398262,40.482999,41.922422,47.301997,49.251988,56.161393,61.926558,51.636287,60.425403,61.201524,62.761639
414,18,5,45,2000,300,53.68198243,2.978979,5.556456,9.272284,6.115089,9.723617,14.42914,13.510725,18.727305,29.51629,30.016288,35.43595,35.874454,40.686441,42.027795,48.409317,49.756503,48.244373,55.923848,62.441529,66.938845
415,21,45,45,1700,200,51.75201481,1.268603,4.353474,6.16027,6.556436,7.998779,8.497088,23.197136,28.072031,24.297351,29.470424,35.775826,37.36215,40.281415,40.161761,47.762852,48.481121,52.360478,57.222668,59.615608,60.80332
416,24,35,45,1900,200,49.77607211,-3.514771,-0.294631,1.140663,2.657468,5.014244,6.473946,22.962903,26.143189,21.040062,29.171308,35.41449,36.683266,37.05741,46.063496,46.494274,49.256182,52.086491,51.801635,55.548401,53.246467
417,18,5,60,1900,300,56.40333581,7.18092,6.415273,11.478582,10.303858,16.906361,15.228906,14.553673,23.162549,35.652167,39.921622,40.054484,40.382506,45.642604,45.983213,53.460741,59.724734,55.794157,57.977939,60.953681,62.985005
